deck_id,deck_title,category,question_id,question_number,question,correct_answer,answer_source,primary_lecture_id,primary_test,primary_official_number,primary_title,alternate_lecture_id,alternate_test,alternate_official_number,alternate_title,confidence,rationale
obs,Obstetrics,Reviews,11,11,A 41 year old woman at 39 wks of gestation in active Labour. She has had a previous caesarian section and a subsequent precipitate vaginal delivery. An ultra sound scans at 20 weeks showed bilobed low-lying placenta. A repeat scan at 32 weeks showed an normal located placenta with polyhydraminous. Immediately after rupture of membranes she started vaginal bleeding with CTG abnormalities. What is most likely diagnosis?,E,circled,9,1,9,Antepartum hemorrhage,1,1,2,"Fetus, placenta, membranes and amniotic fluid",high,Vasa previa classically causes bleeding at membrane rupture with immediate fetal compromise.
obs,Obstetrics,Reviews,12,12,A 41 year old woman at 39 wks of gestation in active Labour. She has had a previous caesarian section and a subsequent precipitate vaginal delivery. An ultra sound scans at 20 weeks showed bilobed low-lying placenta. A repeat scan at 32 weeks showed an normal located placenta with polyhydraminous. Immediately after rupture of membranes she started vaginal bleeding with CTG abnormalities. What is the most appropriate plan of management?,C,circled,9,1,9,Antepartum hemorrhage,1,1,2,"Fetus, placenta, membranes and amniotic fluid",high,Ruptured vasa previa with fetal distress requires immediate cesarean delivery.
obs,Obstetrics,Reviews,13,13,"A primigravid woman presents in spontaneous labour at 39 weeks of gestation. At 18:00h, her cervical dilatation is 6 cm. A further vaginal examination at 22:00h reveals that cervical dilatation is still at 6 cm. At 02:10h, the fetus is in the occipitoposterior position and uterine activity is present. What is the most appropriate action?",A,circled,38,3,10,Abnormal labour and its management (case-based),24,2,7,Management of normal labour,high,Active-phase arrest with intact membranes is managed first by amniotomy after excluding obstruction.
obs,Obstetrics,Reviews,14,14,"A nulliparous woman presents with spontaneous rupture of membranes at 41 weeks of gestation. At 18:00h, her cervical dilatation is 3 cm. A further vaginal examination at 22:00h reveals that her cervical dilatation is still 3 cm. At 02:10h, the fetus is in the occipitoposterior position and uterine activity is present. What is the most appropriate action?",C,circled,38,3,10,Abnormal labour and its management (case-based),24,2,7,Management of normal labour,high,Poor progress after membranes have ruptured is managed with oxytocin augmentation when obstruction is excluded.
obs,Obstetrics,Reviews,15,15,"A 39-year-old woman, gravida 3, para 2, at term comes to the labor and delivery ward complaining of a gush of fluid. Examination shows her to be grossly ruptured, and ultrasound reveals that the fetus is in vertex presentation. The fetal heart rate is in the 120s and reactive. After a few hours, with no contractions present, oxytocin is started. Three hours later, the tocodynamometer shows the patient to be having contractions every minute and lasting for approximately 1 minute with almost no rest in between contractions. The fetal heart rate changes to a bradycardia to the 80s. Sterile vaginal examination shows that the cervix is 6 cm dilated. Which of the following is the most appropriate next step in management?",A,circled,41,3,4,Postmaturity and induction of labor,,,,,high,Induction-related tachysystole with bradycardia requires immediately stopping oxytocin.
obs,Obstetrics,Reviews,16,16,"A healthy 25-year-old G1P0 at 37 weeks gestational age comes to your office to see you for a routine obstetric (OB) visit. The patient complains to you that on several occasions she has experienced dizziness, light-headedness, and feeling as if she is going to pass out when she lies down on her back to take a nap. What is the most appropriate plan of management for this patient?",E,circled,3,1,4,Preconceptional counselling and antenatal care,,,,,high,Normal-pregnancy adaptations include IVC compression supine; lateral positioning relieves symptoms.
obs,Obstetrics,Reviews,17,17,"A 29-year-old G1P0 patient at 28 weeks gestational age presents to your office complaining of some shortness of breath that is more intense with exertion. She has no significant past medical history and is not on any medication. The patient denies any chest pain. She is concerned because she has always been very athletic and cannot maintain the same degree of exercise that she was accustomed to prior to becoming pregnant. On physical examination, her pulse is 72 beats per minute. Her blood pressure is 90/50 mm Hg. Cardiac examination is consistent with a grade I systolic ejection murmur. The lungs are clear to auscultation and percussion. Which of the following is the most appropriate next step to pursue in the workup of this patient?",D,circled,3,1,4,Preconceptional counselling and antenatal care,,,,,high,"Normal pregnancy causes physiologic dyspnea, lower vascular resistance, and increased-flow cardiovascular findings."
obs,Obstetrics,Reviews,18,18,You are counseling a 24-year-old woman who is a G2P1 at 36 weeks gestatiion. She delivered her first baby at 41 weeks gestation by cesarean section as a result of fetal distress that occurred during an induction of labor for mild preeclampsia. She would like to know if she can have a trial of labor with this pregnancy. Which of the following is the best response to this patient?,B,circled,42,3,5,Cesarean section,,,,,high,The cesarean lecture identifies one prior low-transverse scar as favorable for TOLAC/VBAC.
obs,Obstetrics,Reviews,19,19,"A patient comes to your office with her last menstrual period 4 weeks ago. She denies any symptoms such as nausea, fatigue, urinary frequency, or breast tenderness. She thinks that she may be pregnant because she has not had her period yet. She is very anxious to find out because she has a history of a previous ectopic pregnancy and wants to be sure to get early prenatal care. Which of the following actions is most appropriate at this time?",B,circled,8,1,8,Bleeding in early pregnancy,,,,,high,Early ectopic assessment uses quantitative beta-hCG before ultrasound reaches its discriminatory threshold.
obs,Obstetrics,Reviews,20,20,"A 30-year-old G2P1 patient comes to see you in the office at 37 weeks gestational age for her routine OB visit. Her first pregnancy resulted in a vaginal delivery of a 3 Kg baby boy after 30 minutes of pushing. On doing Leopold maneuvers during this office visit, you determine that the fetus is breech. Vaginal examination demonstrates that the cervix is 50% effaced and 1 to 2 cm dilated. The presenting breech is high out of the pelvis. The estimated fetal weight is about 2.5 Kg. The patient denies having any contractions. You send the patient for a sonogram, which confirms a fetus with a double footling breech presentation. There is a normal amount of amniotic fluid present and the head is hyperextended. Which of the following is the best next step in the management of this patient?",D,circled,30,2,13,Fetal malposition & malpresentations,,,,,high,Term breech management begins with external cephalic version near 37 weeks.
obs,Obstetrics,Reviews,21,21,"A healthy 23-year-old G1P0 has had an uncomplicated pregnancy to date. She is disappointed because she is 40 weeks gestational age by good dates and a first-trimester ultrasound. She feels like she has been pregnant forever, and wants to have her baby now. The patient reports good fetal movement; she has been doing kick counts for the past several days and reports that the baby moves about eight times an hour on average. On physical examination, her cervix is firm, posterior, 50% effaced, and 1 cm dilated, and the vertex is at a-1 station. As her obstetrician, which of the following should you recommend to the patient?",D,circled,41,3,4,Postmaturity and induction of labor,,,,,high,The postmaturity lecture supports expectant surveillance before the recommended late-term induction window.
obs,Obstetrics,Reviews,22,22,"A 28-year-old G2P0 at 39 weeks is in early labor. She is 2 cm dilated and 90% effaced, with contractions every 4 to 5 minutes. The fetal heart tones are reassuring. Her nurse steps out for a moment and returns to find her having a seizure. The nurse administers a 4-g magnesium bolus. The seizure stops. The fetal heart tone variability is flat, but there are no decelerations. What would your next therapies be aimed at?",E,circled,13,1,13,Hypertension in pregnancy,49,3,16,Maternal collapse and its management (case-based),high,"Eclampsia management prioritizes magnesium maintenance, safe blood-pressure control, maternal stabilization, then delivery."
obs,Obstetrics,Reviews,23,23,"A 28-year-old G2P0 at 39 weeks is in early labor. She is 2 cm dilated and 90% effaced, with contractions every 4 to 5 minutes. The fetal heart tones are reassuring. Her nurse steps out for a moment and returns to find her having a seizure. Which of the following would be the most common warning sign/symptom of her eclamptic seizure?",B,circled,13,1,13,Hypertension in pregnancy,,,,,high,Severe headache is a neurologic warning feature of preeclampsia and eclampsia.
obs,Obstetrics,Reviews,24,24,"A 28-year-old G2P0 at 39 weeks is in early labor. She is 2 cm dilated and 90% effaced, with contractions every 4 to 5 minutes. The fetal heart tones are reassuring. Her nurse steps out for a moment and returns to find her having a seizure. This patient is most at risk for mortality from which of the following complications?",E,circled,13,1,13,Hypertension in pregnancy,,,,,high,Severe hypertension in eclampsia creates the lecture’s emphasized intracranial-hemorrhage mortality risk.
obs,Obstetrics,Reviews,25,25,"A 28-year-old G2P0 at 39 weeks is in early labor. She is 2 cm dilated and 90% effaced, with contractions every 4 to 5 minutes. The fetal heart tones are reassuring. Her nurse steps out for a moment and returns to find her having a seizure. This patient and other women with severe preeclampsia, when compared with pregnant women without preeclampsia, will have a decrease in which of the following?",B,circled,13,1,13,Hypertension in pregnancy,,,,,high,Preeclampsia contracts plasma volume through endothelial dysfunction and capillary leak.
obs,Obstetrics,Reviews,26,26,"A 28-year-old G2P0 at 39 weeks is in early labor. She is 2 cm dilated and 90% effaced, with contractions every 4 to 5 minutes. The fetal heart tones are reassuring. Her nurse steps out for a moment and returns to find her having a seizure. If this patient were to have a renal biopsy, what would the most likely pathologic finding be?",A,circled,13,1,13,Hypertension in pregnancy,,,,,high,"Glomerulo-endotheliosis, or glomerular endothelial swelling, is the characteristic renal lesion of preeclampsia."
obs,Obstetrics,Reviews,27,27,"A 28-year-old G2P0 at 39 weeks is in early labor. She is 2 cm dilated and 90% effaced, with contractions every 4 to 5 minutes. The fetal heart tones are reassuring. Her nurse steps out for a moment and returns to find her having a seizure. After she awakes from her seizure and the post-ictal state, she complains of blurry vision. What is the most likely finding upon fundoscopic examination?",D,circled,13,1,13,Hypertension in pregnancy,,,,,high,"Visual symptoms reflect preeclamptic vasospasm, including retinal arteriolar narrowing."
obs,Obstetrics,Reviews,28,28,"A 34-year-old woman (gravida 3, para 2) at 35 weeks' gestation complains of sharp, excruciating pain in the right flank radiating into her groin. No chills or fever have been noted. The pain resolved shortly after the patient was seen. Urinary analysis reveals numerous red blood cells (RBCs), some WBCs, and no bacteria. WBC and hematocrit are normal. Which of the following options is the most likely diagnosis?",D,circled,39,3,11,Emergency gynecology (case-based),,,,,medium,Emergency gynecology explicitly keeps urinary stones in the acute abdominal-pain differential.
obs,Obstetrics,Reviews,29,29,"A 34-year-old woman (gravida 3, para 2) at 35 weeks' gestation complains of sharp, excruciating pain in the right flank radiating into her groin. No chills or fever have been noted. The pain resolved shortly after the patient was seen. Urinary analysis reveals numerous red blood cells (RBCs), some WBCs, and no bacteria. WBC and hematocrit are normal. Which of the following laboratory tests should be performed?",E,circled,39,3,11,Emergency gynecology (case-based),,,,,low,This follow-on metabolic evaluation concerns the urinary stone diagnosed in the preceding acute-abdomen case.
obs,Obstetrics,Reviews,30,30,"A 21-year-old primigravida at 39 weeks' gestation presents to labor and delivery with complaints of uterine contractions since 5 AM that day. She is seen for a routine clinic visit at 3 PM and her cervix is found to be 2 cm dilated, 50% effaced, midposition, and moderate in consistency, with the fetal vertex at 0 station. Reexamination on labor and delivery at 7 PM shows no significant cervical change. Fetal heart tones are reassuring. She begs you to admit and augment her because she is tired of being pregnant. You explain that she and the fetus are doing well and that her Bishop's score predicts the likelihood of a successful labor augmentation. What is this gravida's Bishop score?",D,circled,41,3,4,Postmaturity and induction of labor,,,,,high,"The induction lecture teaches Bishop scoring from dilation, effacement, station, position, and consistency."
obs,Obstetrics,Reviews,31,31,"A 21-year-old primigravida at 39 weeks' gestation presents to labor and delivery with complaints of uterine contractions since 5 AM that day. She is seen for a routine clinic visit at 3 PM and her cervix is found to be 2 cm dilated, 50% effaced, midposition, and moderate in consistency, with the fetal vertex at 0 station. Reexamination on labor and delivery at 7 PM shows no significant cervical change. Fetal heart tones are reassuring. She begs you to admit and augment her because she is tired of being pregnant. You explain that she and the fetus are doing well and that her Bishop's score predicts the likelihood of a successful labor augmentation. What would be the optimal obstetrical management at that time?",C,circled,38,3,10,Abnormal labour and its management (case-based),,,,,high,"Painful contractions without cervical progress in latent phase warrant reassurance, analgesia, and therapeutic rest."
obs,Obstetrics,Reviews,32,32,"A 19-year-old primigravida at term presents to labor and delivery reporting irregular contractions and rupture of membranes 21 hours prior to arrival. She has not received prenatal care but reports that her pregnancy was uncomplicated. She is afebrile, and electronic fetal monitoring is reactive with occasional mild variable decelerations. Cervical examination reveals a dilatation of 3 cm, 50% effacement, -1 station, vertex presentation. Spontaneous rupture of membranes is confirmed. What is the best course of action at this time?",B,circled,18,2,1,Infections & vaccinations in pregnancy,17,3,9,Preterm labour and PROM,high,Prolonged membrane rupture beyond 18 hours is an explicit indication for intrapartum GBS prophylaxis.
obs,Obstetrics,Reviews,33,33,"A 24-year-old G3P0 Ab 2 presents in early labor at 39 weeks. She has a prepregnancy BMI of 48. Her 1 hour 50 g glucose screen was 138 mg%. No 3 hour was ordered. An ultrasound last week noted an AFI of 24 cm. The fetus was noted to have extra fatty tissue around the body and has an estimated fetal weight of 4,300 g. Given the clinical situation an induction is started and 24 hours later she is in second stage of labor. In anticipation of a possible postpartum hemorrhage due to the prolonged induction and macrosomia, which of the following options is best for the prevention of excess blood loss?",E,circled,50,3,17,PPH & other Obstetric emergencies (case-based),24,2,7,Management of normal labour,medium,"The PPH lecture covers third-stage prophylaxis, but recommends oxytocin and reserves misoprostol for oxytocin-unavailable settings; the marked rectal regimen is not verified."
obs,Obstetrics,Reviews,34,34,"A 24-year-old G3P0 Ab 2 presents in early labor at 39 weeks. She has a prepregnancy BMI of 48. Her 1 hour 50 g glucose screen was 138 mg%. No 3 hour was ordered. An ultrasound last week noted an AFI of 24 cm. The fetus was noted to have extra fatty tissue around the body and has an estimated fetal weight of 4,300 g. Given the clinical situation an induction is started and 24 hours later she is in second stage of labor. What is the best option in preparation for a possible shoulder dystocia given the fetal macrosomia?",C,circled,50,3,17,PPH & other Obstetric emergencies (case-based),,,,,high,Shoulder-dystocia preparation requires calling help before immediate McRoberts and suprapubic-pressure maneuvers.
obs,Obstetrics,Reviews,35,35,"A 35-year-old woman (gravida 7, para 5, abortus 1) is in the active phase of labor with the vertex at −1 station. She complains of abdominal pain with the contractions. At the height of one contraction, the pain becomes very intense. Following this intense pain, uterine contractions cease. The maternal systolic BP drops 15 mm Hg. What is the best course of action?",A,circled,50,3,17,PPH & other Obstetric emergencies (case-based),,,,,medium,"The PPH/emergencies lecture identifies uterine rupture from pain, stopped contractions and shock, but teaches resuscitation and surgery rather than immediate pelvic examination."
gyn,Gynecology,Reviews,1,1,"A mother and her 16-year-old daughter present to your office because the daughter has not yet menstruated. They are very concerned that something is wrong. By applying principles of puberty to this patient, it is possible to determine if the teen is simply undergoing a slightly delayed puberty versus potentially manifesting a significant endocrine or anatomical problem. Which of the following best describes the normal sequence of pubertal changes in the female?",D,circled,4,1,3,Sexual development & Puberty,,,,,high,"Lecture directly gives thelarche, pubarche, peak height velocity, then menarche."
gyn,Gynecology,Reviews,2,2,"A mother and her 16-year-old daughter present to your office because the daughter has not yet menstruated. They are very concerned that something is wrong. By applying principles of puberty to this patient, it is possible to determine if the teen is simply undergoing a slightly delayed puberty versus potentially manifesting a significant endocrine or anatomical problem. Menarche usually occurs between which years of age?",B,circled,4,1,3,Sexual development & Puberty,,,,,high,"Puberty lecture places average menarche at 12.5 years, matching the 11–13 range."
gyn,Gynecology,Reviews,3,3,"A mother and her 16-year-old daughter present to your office because the daughter has not yet menstruated. They are very concerned that something is wrong. By applying principles of puberty to this patient, it is possible to determine if the teen is simply undergoing a slightly delayed puberty versus potentially manifesting a significant endocrine or anatomical problem. Which of the following pubertal events is not mediated by gonadal estrogen production and therefore would occur even in the absence of estrogen production?",C,circled,4,1,3,Sexual development & Puberty,,,,,high,"Puberty lecture distinguishes androgen-driven pubarche from estrogen-dependent breast, growth, and menstrual changes."
gyn,Gynecology,Reviews,4,4,"A mother and her 16-year-old daughter present to your office because the daughter has not yet menstruated. They are very concerned that something is wrong. By applying principles of puberty to this patient, it is possible to determine if the teen is simply undergoing a slightly delayed puberty versus potentially manifesting a significant endocrine or anatomical problem. The appearance of external genitalia is of a normal prepubertal female. Laboratory studies show markedly elevated FSH and LH levels. Which of the following causes of delayed puberty accompanies elevated circulating gonadotropin levels?",B,circled,4,1,3,Sexual development & Puberty,,,,,high,Delayed-puberty algorithm assigns high FSH and LH to primary gonadal failure or dysgenesis.
gyn,Gynecology,Reviews,5,5,"A 31-year-old G3P0Ab 3 woman is counseled to have an HSG for further evaluation of recurrent pregnancy loss and infertility? She has had three prior miscarriages requiring dilation and curettage. Otherwise, she is healthy. She has been attempting pregnancy for 13 months. Which of the following is the HSG likely to reveal given her history?",E,circled,36,3,1,Subfertility,,,,,high,Subfertility lecture lists Asherman synechiae as a uterine factor assessed by HSG and hysteroscopy.
gyn,Gynecology,Reviews,6,6,"A 31-year-old G3P0Ab 3 woman is counseled to have an HSG for further evaluation of recurrent pregnancy loss and infertility? She has had three prior miscarriages requiring dilation and curettage. Otherwise, she is healthy. She has been attempting pregnancy for 13 months. What would be the next step of management for evaluation of cause of RPL?",E,circled,36,3,1,Subfertility,47,3,14,Minimally invasive surgery in gynecology,high,Subfertility lecture identifies hysteroscopy as direct diagnostic and therapeutic assessment for uterine adhesions.
gyn,Gynecology,Reviews,7,7,"A 22-year-old woman with amenorrhea of 6 weeks' duration undergoes surgery for acute appendicitis. At the time of surgery, a 3-cm semisolid left ovarian cyst is discovered. It is vascular and appears to contain a blood-filled central cavity. A serum pregnancy test is positive. Which of the following is the most appropriate next step in this patient's management?",E,circled,28,2,11,Benign diseases of the ovary,,,,,high,Benign ovarian lecture describes hemorrhagic corpus-luteum cysts and conservative management unless acute complications occur.
gyn,Gynecology,Reviews,8,8,Female pseudohermaphroditism refers to individuals who have which of the following?,A,circled,4,1,3,Sexual development & Puberty,,,,,high,"Sexual-development lecture classifies 46,XX virilization with ovaries and female internal anatomy as female DSD."
gyn,Gynecology,Reviews,9,9,A 14-year-old girl is brought to you for evaluation of lower abdominal pain that has been progressive over the preceding 4 months. History indicates that she experienced a growth spurt at age 11 and has had normal breast and pubic hair growth that began approximately 2 years ago. She appears to be of appropriate height. She has no other medical conditions and takes no medications. She has not had a menstrual period and is not sexually active. What is the most appropriate next step in the evaluation of this patient?,E,circled,6,1,6,Amenorrhea–dysmenorrhea–PMS,37,3,2,Gynecological problems in childhood & adolescence,high,Amenorrhea lecture links cyclic pain and normal secondary characteristics to imperforate hymen or outflow obstruction.
gyn,Gynecology,Reviews,10,10,"A 55-year-old woman presents to the clinic enquiring about the use of hormone replacement therapy (HRT). She had a hysterectomy 8 years ago for fibroids. She has no contraindications or other past medical history, except a strong family history of osteoporosis. Her main symptoms are hot flushes and vaginal dryness. What would be your first treatment option?",C,circled,19,2,2,Menopause,,,,,high,"Menopause lecture specifies estrogen-only HRT after hysterectomy and documents vasomotor, vaginal, and bone benefits."
gyn,Gynecology,Reviews,11,11,"A 27 year old attends clinic as she has been trying to conceive for 18 months but hasn't managed to get pregnant despite regular intercourse. She hasn't used contraception in 3 years, is a non-smoker and her BMI is 24 kg/m2. You organize routine investigations which come back as follows: Partners semen analysis: All parameters within normal fertile range on 2 samples FSH 1 IU/L , LH 2 IU/L , Progesterone 1 ng/ml and Prolactin 105 ng/ml What is likely to be the most effective treatment?",D,circled,36,3,1,Subfertility,,,,,high,Subfertility lecture includes hyperprolactinemia among ovulatory causes; dopamine agonism restores the suppressed reproductive axis.
gyn,Gynecology,Reviews,12,12,"A 54-year-old woman undergoes a laparotomy because of a pelvic mass. At exploratory laparotomy, a unilateral ovarian neoplasm is discovered that is accompanied by a large omental metastasis. Frozen section diagnosis confirms metastatic serous cystadenocarcinoma. Which of the following is the most appropriate intraoperative course of action?",E,circled,48,3,15,Malignant ovarian tumors,,,,,high,"Ovarian malignancy lecture specifies cytoreduction with TAH, BSO, omentectomy, and maximal debulking."
gyn,Gynecology,Reviews,13,13,"Gross and microscopic examination of the specimen revealed: serous cystadenocarcinoma in the left ovary, right ovary free, omentum shows micrometastasis and there are no lymph nodes involved. What is the final FIGO staging ?",D,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture places extrapelvic abdominal peritoneal spread within FIGO stage III.
gyn,Gynecology,Reviews,14,14,"A 51-year-old woman is diagnosed with invasive cervical carcinoma by cone biopsy. Pelvic examination and rectal-vaginal examination reveal the parametrium to be free of disease, but the upper portion of the vagina is involved with tumor. Intravenous pyelography (IVP) and sigmoidoscopy are negative, but a computed tomography (CT) scan of the abdomen and pelvis shows grossly enlarged pelvic and periaortic nodes. This patient is classified at which of the following stages?",A,circled,45,3,7,Cervical cancer & screening,,,,,medium,"Upper-vaginal disease without parametrial invasion matches IIA, but the same lecture classifies para-aortic nodes as IIIC2; the deck uses an older staging framework."
gyn,Gynecology,Reviews,15,15,"A 51-year-old woman is diagnosed with invasive cervical carcinoma by cone biopsy. Pelvic examination and rectal-vaginal examination reveal the parametrium to be free of disease, but the upper portion of the vagina is involved with tumor. Intravenous pyelography (IVP) and sigmoidoscopy are negative, but a computed tomography (CT) scan of the abdomen and pelvis shows grossly enlarged pelvic and periaortic nodes. What would be the appropriate management?",C,circled,45,3,7,Cervical cancer & screening,,,,,medium,"The lecture supports radical hysterectomy for IB–IIA, but its framework makes para-aortic nodes IIIC2 and favors chemoradiation for advanced disease."
gyn,Gynecology,Reviews,16,16,"A 45-year-old G3P3 with a Pap smear showing high-grade squamous intraepithelial lesion of the cervix (CIN III) has an inadequate colposcopy. The patient is a healthy smoker who has no medical problems. Her surgical history is significant for a cesarean section—with bilateral tubal ligation—for delivery of her last child. Cone biopsy of the cervix shows squamous cell cancer that has invaded only 2 mm beyond the basement membrane with a lateral spread of 5 mm. There are no confluent tongues of tumor, and there is no evidence of lymphatic or vascular invasion. The margins of the cone biopsy specimen are free of disease. How should you stage this patient's disease?",C,circled,45,3,7,Cervical cancer & screening,,,,,high,Cervical cancer lecture defines IA1 as microscopic stromal invasion no deeper than 3 mm.
gyn,Gynecology,Reviews,17,17,"A 45-year-old G3P3 with a Pap smear showing high-grade squamous intraepithelial lesion of the cervix (CIN III) has an inadequate colposcopy. The patient is a healthy smoker who has no medical problems. Her surgical history is significant for a cesarean section—with bilateral tubal ligation—for delivery of her last child. Cone biopsy of the cervix shows squamous cell cancer that has invaded only 2 mm beyond the basement membrane with a lateral spread of 5 mm. There are no confluent tongues of tumor, and there is no evidence of lymphatic or vascular invasion. The margins of the cone biopsy specimen are free of disease. The patient above now asks you for your advice on how to treat her cervical cancer. Your best recommendation is for the patient to undergo which of the following?",C,circled,45,3,7,Cervical cancer & screening,,,,,medium,The lecture classifies this as IA1 but says clear cone margins need no further treatment; simple hysterectomy is reserved there for involved margins.
gyn,Gynecology,Reviews,18,18,A 17-year-old girl is seen by her primary care physician for the evaluation of left lower quadrant pain. The physician felt a pelvic mass on physical examination and ordered a pelvic ultrasound. You are consulted because an ovarian neoplasm is identified by the ultrasound. Which of the following is the most common ovarian tumor in this type of patient?,A,circled,48,3,15,Malignant ovarian tumors,,,,,high,Ovarian malignancy lecture states germ-cell tumors dominate young patients and dysgerminoma is commonest.
